-1.69,0.499,0.5,0.001
-1.68,0.499,0.5,0.009
-1.67,0.498,0.5,0.016
-1.66,0.498,0.5,0.017
-1.65,0.497,0.5,0.017
-1.64,0.497,0.5,0.016
-1.63,0.496,0.5,0.017
-1.62,0.496,0.5,0.017
-1.61,0.495,0.5,0.016
-1.6,0.495,0.5,0.017
-1.59,0.494,0.5,0.017
-1.58,0.494,0.5,0.016
-1.57,0.493,0.5,0.017
-1.56,0.493,0.5,0.017
-1.55,0.492,0.5,0.016
-1.54,0.492,0.5,0.017
-1.53,0.491,0.5,0.017
-1.52,0.491,0.5,0.016
-1.51,0.49,0.5,0.017
-1.5,0.49,0.5,0.017
-1.49,0.489,0.5,0.016
-1.48,0.489,0.5,0.017
-1.47,0.488,0.5,0.017
-1.46,0.488,0.5,0.016
-1.45,0.487,0.5,0.017
-1.44,0.487,0.5,0.016
-1.43,0.486,0.5,0.017
-1.42,0.486,0.5,0.017
-1.41,0.485,0.5,0.016
-1.4,0.485,0.5,0.016
-1.39,0.484,0.5,0.017
-1.38,0.484,0.5,0.016
-1.37,0.483,0.5,0.017
-1.36,0.483,0.5,0.017
-1.35,0.482,0.5,0.016
-1.34,0.482,0.5,0.017
-1.33,0.481,0.5,0.017
-1.32,0.481,0.5,0.016
-1.31,0.48,0.5,0.017
-1.3,0.48,0.5,0.017
-1.29,0.479,0.5,0.016
-1.28,0.479,0.5,0.016
-1.27,0.478,0.5,0.017
-1.26,0.478,0.5,0.016
-1.25,0.477,0.5,0.017
-1.24,0.477,0.5,0.017
-1.23,0.476,0.5,0.016
-1.22,0.476,0.5,0.016
-1.21,0.475,0.5,0.017
-1.2,0.475,0.5,0.016
-1.19,0.474,0.5,0.017
-1.18,0.472,0.5,0.017
-1.17,0.469,0.5,0.016
-1.16,0.465,0.5,0.017
-1.15,0.46,0.5,0.017
-1.14,0.454,0.5,0.018
-1.13,0.447,0.5,0.015
-1.12,0.439,0.5,0.017
-1.11,0.43,0.5,0.016
-1.1,0.42,0.5,0.017
-1.09,0.409,0.5,0.017
-1.08,0.397,0.5,0.016
-1.07,0.384,0.5,0.017
-1.06,0.37,0.5,0.017
-1.05,0.355,0.5,0.016
-1.04,0.339,0.5,0.017
-1.03,0.322,0.5,0.017
-1.02,0.304,0.5,0.016
-1.01,0.285,0.5,0.017
-1,0.265,0.5,0.017
-0.990001,0.244,0.5,0.016
-0.980001,0.222,0.5,0.017
-0.970001,0.199,0.5,0.017
-0.960001,0.175,0.5,0.016
-0.950001,0.15,0.5,0.017
-0.940001,0.124,0.5,0.017
-0.930001,0.0970003,0.5,0.016
-0.920001,0.0690003,0.5,0.017
-0.910001,0.0400003,0.5,0.017
-0.900001,0.0100003,0.5,0.016
-0.890001,-0.0209996,0.5,0.017
-0.880001,-0.0529996,0.5,0.017
-0.870001,-0.0859996,0.5,0.016
-0.860001,-0.12,0.5,0.017
-0.850001,-0.155,0.5,0.017
-0.840001,-0.191,0.5,0.016
-0.830001,-0.228,0.5,0.017
-0.820001,-0.266,0.5,0.017
-0.810001,-0.305,0.5,0.016
-0.800001,-0.345,0.5,0.017
-0.790001,-0.386,0.5,0.017
-0.780001,-0.427999,0.5,0.016
-0.770001,-0.470999,0.5,0.017
-0.760001,-0.514999,0.5,0.017
-0.750001,-0.559999,0.5,0.016
-0.740001,-0.605999,0.5,0.017
-0.730001,-0.652999,0.5,0.017
-0.720001,-0.700999,0.5,0.016
-0.710001,-0.749999,0.5,0.017
-0.700001,-0.799999,0.5,0.016
-0.690001,-0.850999,0.5,0.016
-0.680001,-0.902999,0.5,0.017
-0.670001,-0.851999,0.5,0.017
-0.660001,-0.801999,0.5,0.016
-0.650001,-0.752999,0.5,0.017
-0.640001,-0.704999,0.5,0.016
-0.630001,-0.657999,0.5,0.016
-0.620001,-0.611999,0.5,0.017
-0.610001,-0.566999,0.5,0.017
-0.600001,-0.522999,0.5,0.016
-0.590001,-0.479999,0.5,0.017
-0.580001,-0.437999,0.5,0.016
-0.570001,-0.397,0.5,0.016
-0.560001,-0.357,0.5,0.016
-0.550001,-0.318,0.5,0.016
-0.540001,-0.28,0.5,0.016
-0.530001,-0.243,0.5,0.017
-0.520001,-0.207,0.5,0.016
-0.510001,-0.172,0.5,0.017
-0.500001,-0.138,0.5,0.017
-0.490001,-0.105,0.5,0.016
-0.480001,-0.0729996,0.5,0.016
-0.470001,-0.0419996,0.5,0.017
-0.460001,-0.0119996,0.5,0.016
-0.450001,0.0170004,0.5,0.017
-0.440001,0.0450004,0.5,0.017
-0.430001,0.0720004,0.5,0.016
-0.420001,0.0980004,0.5,0.017
-0.410001,0.123,0.5,0.017
-0.400001,0.147,0.5,0.017
-0.390001,0.17,0.5,0.016
-0.380001,0.192,0.5,0.017
-0.370001,0.213,0.5,0.016
-0.360001,0.233,0.5,0.017
-0.350001,0.252,0.5,0.017
-0.340001,0.27,0.5,0.016
-0.330001,0.287,0.5,0.017
-0.320001,0.303,0.5,0.017
-0.310001,0.318,0.5,0.016
-0.300001,0.332,0.5,0.017
-0.290001,0.345,0.5,0.017
-0.280001,0.357,0.5,0.016
-0.270001,0.368,0.5,0.017
-0.260001,0.378,0.5,0.017
-0.250001,0.387,0.5,0.016
-0.240001,0.395,0.5,0.017
-0.230001,0.402,0.5,0.017
-0.220001,0.408,0.5,0.016
-0.210001,0.413,0.5,0.017
-0.200001,0.417,0.5,0.017
-0.190001,0.42,0.5,0.016
-0.180001,0.422,0.5,0.017
-0.170001,0.423,0.5,0.017
-0.160001,0.423,0.5,0.016
-0.150001,0.422,0.5,0.017
-0.140001,0.42,0.5,0.017
-0.130001,0.417,0.5,0.016
-0.120001,0.413,0.5,0.017
-0.110001,0.408,0.5,0.017
-0.100001,0.402,0.5,0.016
-0.0900014,0.395,0.5,0.017
-0.0800014,0.387,0.5,0.017
-0.0700014,0.378,0.5,0.016
-0.0600014,0.368,0.5,0.017
-0.0500014,0.357,0.5,0.017
-0.0400014,0.345,0.5,0.016
-0.0300014,0.332,0.5,0.017
-0.0200014,0.318,0.5,0.017
-0.0100014,0.303,0.5,0.016
-1.38581e-06,0.287,0.5,0.017
0.00999861,0.27,0.5,0.017
0.0199986,0.252,0.5,0.016
0.0299986,0.233,0.5,0.017
0.0399986,0.213,0.5,0.017
0.0499986,0.192,0.5,0.016
0.0599986,0.17,0.5,0.017
0.0699986,0.147,0.5,0.017
0.0799986,0.123,0.5,0.016
0.0899986,0.0980004,0.5,0.017
0.0999986,0.0720004,0.5,0.016
0.109999,0.0450004,0.5,0.016
0.119999,0.0170005,0.5,0.017
0.129999,-0.0119995,0.5,0.016
0.139999,-0.0419995,0.5,0.016
0.149999,-0.0729995,0.5,0.017
0.159999,-0.104999,0.5,0.016
0.169999,-0.137999,0.5,0.016
0.179999,-0.171999,0.5,0.017
0.189999,-0.206999,0.5,0.016
0.199999,-0.242999,0.5,0.017
0.209999,-0.279999,0.5,0.017
0.219999,-0.317999,0.5,0.016
0.229999,-0.356999,0.5,0.017
0.239999,-0.396999,0.5,0.017
0.249999,-0.437999,0.5,0.016
0.259999,-0.479999,0.5,0.017
0.269999,-0.522999,0.5,0.017
0.279999,-0.566999,0.5,0.016
0.289999,-0.611999,0.5,0.017
0.299999,-0.657999,0.5,0.017
0.309999,-0.704999,0.5,0.016
0.319999,-0.752999,0.5,0.017
0.329999,-0.801999,0.5,0.017
0.339999,-0.851999,0.5,0.016
0.349999,-0.902999,0.5,0.017
0.359999,-0.852999,0.5,0.017
0.369999,-0.803999,0.5,0.016
0.379999,-0.755999,0.5,0.017
0.389999,-0.708999,0.5,0.017
0.399999,-0.662999,0.5,0.016
0.409999,-0.617999,0.5,0.017
0.419998,-0.573999,0.5,0.017
0.429998,-0.530999,0.5,0.016
0.439998,-0.488999,0.5,0.017
0.449998,-0.447999,0.5,0.017
0.459998,-0.407999,0.5,0.016
0.469998,-0.368999,0.5,0.017
0.479998,-0.330999,0.5,0.017
0.489998,-0.293999,0.5,0.016
0.499998,-0.257999,0.5,0.017
0.509998,-0.222999,0.5,0.017
0.519998,-0.188999,0.5,0.016
0.529998,-0.155999,0.5,0.017
0.539998,-0.123999,0.5,0.017
